restaurant_id,restaurant_name,location_area,cuisine_type,price_range,avg_cost_for_two,ambience_type,overall_rating,popular_dishes,has_home_delivery,has_vegetarian_options,is_family_friendly,contact_number,address,opening_hours,years_in_business,total_reviews
1103,Noodle Bar Sweet Shop,Vadavalli,South Indian,$,465,Modern,4.1,"Idli Sambar, Pongal, Bisi Bele Bath, Vada",No,Yes,Yes,0422-234995,"977, Main Road, Vadavalli, Coimbatore - 641052",9:00 AM to 12:00 AM,24,4743
1104,Haribhavanam Mess,Saibaba Colony,South Indian,$$,1506,Casual,3.9,"Filter Coffee, Uttapam",Yes,Yes,Yes,0422-228721,"490, Near PSG Tech, Saibaba Colony, Coimbatore - 641029",10:00 AM to 12:00 AM,20,3110
1105,Taste of Kerala Dhaba,Ukkadam,Chinese,$$$,3241,Casual,4.3,"Manchurian, Chilli Chicken, Schezwan Fried Rice, Dumplings",Yes,Yes,Yes,0422-266255,"208, Main Road, Ukkadam, Coimbatore - 641083",11:00 AM to 10:00 PM,6,2737
1106,Coimbatore Palace Darbar,Singanallur,Bakery & Cafe,$,562,Cafe-style,4.4,"Cookies, Chocolate Cake, Donut, Cappuccino",Yes,Yes,Yes,0422-240392,"741, Main Road, Singanallur, Coimbatore - 641012",10:00 AM to 11:00 PM,27,74
1107,Geetha Canteen,Ukkadam,Biryani,$$,1093,Family-style,5.0,"Chicken Biryani, Ambur Biryani, Egg Biryani, Hyderabadi Biryani",Yes,Yes,Yes,0422-284656,"987, Main Road, Ukkadam, Coimbatore - 641063",9:00 AM to 11:00 PM,15,3142
1108,Taste of Kerala Bhavan,Saibaba Colony,North Indian,$$$,2604,Family-style,4.5,"Paneer Butter Masala, Tandoori Chicken, Chole Bhature",Yes,Yes,No,0422-202979,"475, Near Coimbatore Institute of Technology, Saibaba Colony, Coimbatore - 641096",11:00 AM to 11:00 PM,18,3157
1109,Burger King Dhaba,RS Puram,Fast Food,$$$$,6018,Takeaway Only,4.6,"French Fries, Chicken Burger, Fried Chicken, Sandwich",Yes,No,No,0422-213224,"35, Near DB Road, RS Puram, Coimbatore - 641067",11:00 AM to 12:00 AM,23,448
1110,Taste of Kerala Dhaba,Gandhipuram,North Indian,$$$,2392,Casual,4.5,"Naan, Chole Bhature",Yes,Yes,Yes,0422-288150,"243, Opposite Gandhipuram Bus Stand, Gandhipuram, Coimbatore - 641048",8:00 AM to 12:00 AM,17,1860
1111,Coimbatore Palace Kitchen,Peelamedu,Chinese,$$,1764,Family-style,3.4,"American Chopsuey, Hakka Noodles, Spring Rolls",Yes,Yes,Yes,0422-253511,"308, Near Airport, Peelamedu, Coimbatore - 641058",8:00 AM to 12:00 AM,16,2024
1112,Kovai Biryani Center Hotel,Peelamedu,Bakery & Cafe,$,424,Cafe-style,4.2,"Brownie, Croissant, Donut",Yes,No,Yes,0422-248637,"549, Near Airport, Peelamedu, Coimbatore - 641034",7:00 AM to 11:00 PM,13,4989
1113,Coimbatore Palace Dhaba,Gandhipuram,South Indian,$$,1759,Casual,4.3,"Uttapam, Masala Dosa, Idli Sambar",Yes,Yes,Yes,0422-231797,"619, Near Brookefields Mall, Gandhipuram, Coimbatore - 641036",10:00 AM to 10:00 PM,18,2684
1114,Kumarakom Bakery,Saravanampatti,Biryani,$,689,Traditional,5.0,"Egg Biryani, Ambur Biryani, Chicken Biryani, Hyderabadi Biryani",Yes,Yes,Yes,0422-273731,"760, Near Karunya University, Saravanampatti, Coimbatore - 641028",7:00 AM to 11:00 PM,18,4834
1115,Geetha Canteen,Saravanampatti,Chettinad,$,690,Traditional,4.1,"Karaikudi Mutton, Pepper Chicken, Fish Fry, Kola Urundai",Yes,Yes,Yes,0422-222050,"815, Near Kovai Medical Center, Saravanampatti, Coimbatore - 641055",8:00 AM to 10:00 PM,24,4527
1116,Namma Veedu Hotel,Sitra,Chinese,$$,806,Family-style,4.3,"Hakka Noodles, Dumplings",Yes,Yes,Yes,0422-201198,"224, Main Road, Sitra, Coimbatore - 641074",10:00 AM to 11:00 PM,2,4008
1117,Dragon Gate Restaurant,Gandhipuram,Kerala,$,557,Traditional,4.3,"Beef Fry, Kerala Sadya, Kappa & Meen Curry, Appam Stew",Yes,Yes,Yes,0422-214026,"537, Near Lakshmi Mills, Gandhipuram, Coimbatore - 641029",8:00 AM to 10:00 PM,20,4362
1118,Geetha Canteen Ice Cream Parlor,Peelamedu,North Indian,$$$$,4728,Family-style,3.9,"Biryani, Dal Makhani, Paneer Butter Masala",Yes,Yes,Yes,0422-299560,"96, Near Airport, Peelamedu, Coimbatore - 641061",10:00 AM to 11:00 PM,18,3949
1119,A2B,Gandhipuram,South Indian,$$$,2270,Casual,5.0,"Rava Dosa, Idli Sambar, Uttapam, Masala Dosa",Yes,Yes,Yes,0422-206102,"701, Near Lakshmi Mills, Gandhipuram, Coimbatore - 641045",11:00 AM to 12:00 AM,22,319
1120,Haribhavanam,Vadavalli,South Indian,$$,1377,Casual,4.5,"Filter Coffee, Idli Sambar, Pongal, Kesari Bath",Yes,Yes,Yes,0422-243480,"394, Main Road, Vadavalli, Coimbatore - 641027",7:00 AM to 12:00 AM,24,2883
1121,Saravana Bhavan Juice Center,Saravanampatti,South Indian,$$$$,5345,Family-style,4.7,"Masala Dosa, Uttapam, Filter Coffee",Yes,Yes,Yes,0422-289088,"677, Near Kovai Medical Center, Saravanampatti, Coimbatore - 641058",7:00 AM to 12:00 AM,10,2068
1122,Copper Chimney,Gandhipuram,Andhra,$$$,2448,Casual,4.1,"Pesarattu, Royyala Iguru",No,Yes,Yes,0422-299791,"105, Opposite Gandhipuram Bus Stand, Gandhipuram, Coimbatore - 641026",7:00 AM to 10:00 PM,14,3726
1123,Sree Annapoorna,Ukkadam,Chettinad,$,701,Casual,4.8,"Prawn Masala, Kola Urundai",Yes,Yes,Yes,0422-211101,"743, Main Road, Ukkadam, Coimbatore - 641081",8:00 AM to 12:00 AM,17,1439
1124,Arya Bhavan,RS Puram,Andhra,$$,1082,Family-style,3.7,"Gongura Mutton, Royyala Iguru",Yes,No,No,0422-232321,"641, Near DB Road, RS Puram, Coimbatore - 641073",11:00 AM to 12:00 AM,7,3800
1125,Saravana Bhavan Juice Center,Peelamedu,South Indian,$$$,3470,Traditional,4.6,"Kesari Bath, Rava Dosa, Vada",Yes,Yes,Yes,0422-279064,"206, Near Hope College, Peelamedu, Coimbatore - 641071",9:00 AM to 10:00 PM,13,2664
1126,Sree Gowri Shankar Family Restaurant,Saibaba Colony,North Indian,$$,1754,Family-style,5.0,"Rogan Josh, Naan, Butter Chicken",Yes,Yes,Yes,0422-272102,"976, Near PSG Tech, Saibaba Colony, Coimbatore - 641069",8:00 AM to 11:00 PM,26,2436
1127,Dragon Gate Darbar,Gandhipuram,Fast Food,$$,957,Takeaway Only,3.9,"Sandwich, Pizza, Fried Chicken",Yes,No,Yes,0422-262814,"411, Near Brookefields Mall, Gandhipuram, Coimbatore - 641078",11:00 AM to 12:00 AM,14,4503
1128,Taste of Kerala Cafe,Podanur,South Indian,$,631,Family-style,4.0,"Rava Dosa, Pongal",Yes,Yes,Yes,0422-298655,"340, Main Road, Podanur, Coimbatore - 641065",7:00 AM to 10:00 PM,4,2169
1129,Sree Gowri Shankar Family Restaurant,Avinashi Road,South Indian,$$,825,Family-style,4.2,"Kesari Bath, Pongal, Bisi Bele Bath",Yes,Yes,No,0422-295702,"146, Main Road, Avinashi Road, Coimbatore - 641054",9:00 AM to 11:00 PM,15,1744
1130,Copper Chimney,Peelamedu,Italian,$$,1629,Traditional,4.0,"Pasta Alfredo, Lasagna, Pizza Margherita",No,Yes,No,0422-221542,"250, Near Hope College, Peelamedu, Coimbatore - 641076",8:00 AM to 12:00 AM,6,2761
1131,Anjappar,Gopalapuram,Chettinad,$$,1205,Casual,3.6,"Kola Urundai, Pepper Chicken",Yes,Yes,Yes,0422-250965,"5, Main Road, Gopalapuram, Coimbatore - 641037",8:00 AM to 11:00 PM,25,562
1132,The French Door Sweet Shop,Thudiyalur,Chettinad,$,570,Modern,4.2,"Fish Fry, Pepper Chicken",Yes,Yes,Yes,0422-214972,"357, Main Road, Thudiyalur, Coimbatore - 641055",10:00 AM to 12:00 AM,6,2486
1133,McDonald's Mess,Saibaba Colony,Non-Vegetarian,$$,1510,Casual,3.8,"Mutton Curry, Fish Fry",Yes,Yes,Yes,0422-255448,"499, Near PSG Tech, Saibaba Colony, Coimbatore - 641091",11:00 AM to 12:00 AM,30,1469
1134,Geetha Canteen,Singanallur,Chettinad,$$$,2079,Casual,4.6,"Chettinad Chicken, Fish Fry, Kola Urundai, Karaikudi Mutton",Yes,Yes,Yes,0422-253626,"702, Main Road, Singanallur, Coimbatore - 641072",10:00 AM to 12:00 AM,27,3686
1135,Barbeque Nation,Gandhipuram,Chinese,$$,1350,Casual,3.9,"Chilli Chicken, Manchurian",Yes,Yes,Yes,0422-264921,"524, Near Brookefields Mall, Gandhipuram, Coimbatore - 641024",11:00 AM to 10:00 PM,9,4499
1136,Junior Kuppanna Barbecue,Saravanampatti,Fast Food,$,684,Quick Bite,4.8,"French Fries, Fried Chicken, Nuggets",Yes,No,No,0422-211401,"887, Near KMCH Hospital, Saravanampatti, Coimbatore - 641025",8:00 AM to 10:00 PM,26,4866
1137,Noodle Bar Kitchen,Vadavalli,Andhra,$$,1383,Casual,3.9,"Gongura Mutton, Andhra Chicken Curry",Yes,Yes,Yes,0422-292281,"300, Main Road, Vadavalli, Coimbatore - 641047",11:00 AM to 11:00 PM,28,4264
1138,Barbeque Nation,Saibaba Colony,Fusion,$$$,3236,Traditional,4.3,"Biryani Burrito, Paneer Tikka Pizza",Yes,Yes,Yes,0422-299807,"403, Near Lakshmi Mills, Saibaba Colony, Coimbatore - 641072",8:00 AM to 12:00 AM,21,2251
1139,Barbeque Nation,Saravanampatti,Kerala,$$$,3335,Casual,4.7,"Puttu Kadala, Kerala Sadya",Yes,Yes,Yes,0422-242898,"3, Near Kovai Medical Center, Saravanampatti, Coimbatore - 641021",10:00 AM to 12:00 AM,22,2984
1140,Noodle Bar Dhaba,Thudiyalur,Bakery & Cafe,$,595,Cafe-style,3.7,"Pastry, Cold Coffee, Brownie",Yes,Yes,Yes,0422-299910,"50, Main Road, Thudiyalur, Coimbatore - 641015",7:00 AM to 12:00 AM,26,3814
1141,A2B,Ramanathapuram,South Indian,$,454,Casual,4.3,"Vada, Pongal, Rava Dosa",Yes,Yes,Yes,0422-232819,"85, Main Road, Ramanathapuram, Coimbatore - 641057",8:00 AM to 10:00 PM,13,2552
1142,Geetha Canteen Mess,Avinashi Road,Andhra,$,565,Family-style,4.7,"Andhra Chicken Curry, Gongura Mutton, Gutti Vankaya",No,Yes,Yes,0422-255353,"711, Main Road, Avinashi Road, Coimbatore - 641026",10:00 AM to 10:00 PM,8,3188
1143,Geetha Canteen,Thudiyalur,South Indian,$$$,3113,Modern,3.8,"Filter Coffee, Pongal",No,Yes,No,0422-285199,"169, Main Road, Thudiyalur, Coimbatore - 641066",9:00 AM to 12:00 AM,7,1290
1144,AB's Absolute Barbecues Cafe,Saibaba Colony,Non-Vegetarian,$$$,3295,Casual,4.5,"Chicken 65, Chicken Lollipop",Yes,Yes,No,0422-236302,"87, Near Lakshmi Mills, Saibaba Colony, Coimbatore - 641041",11:00 AM to 12:00 AM,20,2384
1145,Rasam Bakery,Saibaba Colony,Biryani,$$,1461,Casual,4.3,"Veg Biryani, Mutton Biryani, Egg Biryani, Prawn Biryani",Yes,Yes,Yes,0422-214777,"512, Near PSG Tech, Saibaba Colony, Coimbatore - 641091",11:00 AM to 10:00 PM,17,148
1146,AB's Absolute Barbecues,Ramanathapuram,Fusion,$$$$,6624,Family-style,4.7,"Biryani Burrito, Curry Pizza, Paneer Tikka Pizza",Yes,No,Yes,0422-201807,"269, Main Road, Ramanathapuram, Coimbatore - 641037",7:00 AM to 10:00 PM,26,3310
1147,Dragon Gate Grill,Saibaba Colony,Italian,$$$,1971,Casual,3.9,"Lasagna, Carbonara",Yes,Yes,Yes,0422-270305,"401, Near Coimbatore Institute of Technology, Saibaba Colony, Coimbatore - 641085",7:00 AM to 11:00 PM,23,3633
1148,Sree Annapoorna,Vadavalli,Andhra,$$$,3046,Casual,3.9,"Royyala Iguru, Gutti Vankaya",Yes,Yes,No,0422-201660,"725, Main Road, Vadavalli, Coimbatore - 641027",7:00 AM to 10:00 PM,16,2890
1149,Sri Krishna Sweets Ice Cream Parlor,Avinashi Road,Italian,$,471,Traditional,4.4,"Pasta Alfredo, Bruschetta, Pizza Margherita",Yes,No,Yes,0422-275582,"643, Main Road, Avinashi Road, Coimbatore - 641019",10:00 AM to 11:00 PM,17,3000
1150,Junior Kuppanna,Vadavalli,South Indian,$,679,Family-style,4.3,"Idli Sambar, Vada",No,Yes,No,0422-261835,"373, Main Road, Vadavalli, Coimbatore - 641059",8:00 AM to 10:00 PM,30,339
1151,Dragon Gate Family Restaurant,Sitra,Chettinad,$,722,Casual,4.3,"Kola Urundai, Fish Fry, Prawn Masala",Yes,Yes,Yes,0422-223507,"229, Main Road, Sitra, Coimbatore - 641076",7:00 AM to 11:00 PM,3,3860
1152,Geetha Canteen Barbecue,Avinashi Road,Multi-Cuisine,$,701,Casual,4.3,"Pasta, Salad",Yes,Yes,Yes,0422-264665,"792, Main Road, Avinashi Road, Coimbatore - 641035",11:00 AM to 10:00 PM,5,102
1153,Shree Sivananda Restaurant,Gandhipuram,Non-Vegetarian,$$$$,6977,Traditional,4.2,"Mutton Korma, Prawn Butter Garlic",Yes,Yes,Yes,0422-255026,"985, Opposite Gandhipuram Bus Stand, Gandhipuram, Coimbatore - 641017",8:00 AM to 12:00 AM,9,812
1154,Dragon Gate Ice Cream Parlor,RS Puram,South Indian,$$,1452,Traditional,4.4,"Idli Sambar, Bisi Bele Bath, Uttapam, Kesari Bath",No,Yes,Yes,0422-217132,"299, Near Race Course, RS Puram, Coimbatore - 641043",9:00 AM to 11:00 PM,23,2722
1155,Haribhavanam,Peelamedu,North Indian,$,530,Family-style,4.3,"Paneer Butter Masala, Tandoori Chicken, Butter Chicken, Rogan Josh",Yes,Yes,Yes,0422-227215,"316, Opposite CIT College, Peelamedu, Coimbatore - 641069",9:00 AM to 10:00 PM,3,1341
1156,Royal Darbar Hotel,Peelamedu,Fast Food,$,427,Food Court,3.9,"Pizza, Chicken Burger, Fried Chicken",Yes,No,No,0422-222789,"975, Near Airport, Peelamedu, Coimbatore - 641061",10:00 AM to 12:00 AM,24,4556
1157,Buhari Hotel Mess,Singanallur,North Indian,$,721,Family-style,4.9,"Naan, Paneer Butter Masala",Yes,Yes,No,0422-276823,"266, Main Road, Singanallur, Coimbatore - 641019",7:00 AM to 10:00 PM,7,3682
1158,Saravana Bhavan Mess,Gandhipuram,Fast Food,$,521,Takeaway Only,4.5,"Chicken Burger, French Fries, Wrap",Yes,No,Yes,0422-222650,"220, Opposite Gandhipuram Bus Stand, Gandhipuram, Coimbatore - 641033",9:00 AM to 11:00 PM,15,1267
1159,Arya Bhavan,Saibaba Colony,South Indian,$$,1192,Casual,3.7,"Kesari Bath, Masala Dosa, Bisi Bele Bath, Pongal",No,Yes,Yes,0422-282674,"814, Near Lakshmi Mills, Saibaba Colony, Coimbatore - 641012",10:00 AM to 12:00 AM,12,3979
1160,Hotel Gowri Krishna Sweet Shop,Singanallur,Italian,$,605,Casual,4.5,"Pizza Margherita, Lasagna",Yes,Yes,No,0422-261824,"543, Main Road, Singanallur, Coimbatore - 641055",11:00 AM to 10:00 PM,6,870
1161,Haribhavanam Family Restaurant,RS Puram,North Indian,$$$,2160,Casual,4.1,"Dal Makhani, Rogan Josh, Paneer Butter Masala",Yes,Yes,Yes,0422-277537,"721, Near Race Course, RS Puram, Coimbatore - 641099",9:00 AM to 12:00 AM,19,1214
1162,Rathna Cafe Bakery,RS Puram,Chettinad,$$,1038,Family-style,4.6,"Chettinad Chicken, Kola Urundai",No,Yes,Yes,0422-280495,"826, Near Race Course, RS Puram, Coimbatore - 641026",9:00 AM to 12:00 AM,6,2700
1163,Dindigul Thalappakatti Mess,RS Puram,South Indian,$$$,3156,Casual,5.0,"Idli Sambar, Rava Dosa, Kesari Bath",No,Yes,No,0422-220644,"972, Near DB Road, RS Puram, Coimbatore - 641065",10:00 AM to 12:00 AM,11,1477
1164,Mughal Darbar Ice Cream Parlor,Ukkadam,Andhra,$,652,Casual,3.9,"Gongura Mutton, Royyala Iguru, Pulihora, Gutti Vankaya",No,No,Yes,0422-275082,"401, Main Road, Ukkadam, Coimbatore - 641082",7:00 AM to 10:00 PM,20,2656
1165,Dindigul Thalappakatti,Podanur,Non-Vegetarian,$,421,Casual,4.6,"Mutton Curry, Fish Fry, Chicken 65",Yes,Yes,Yes,0422-292925,"687, Main Road, Podanur, Coimbatore - 641091",9:00 AM to 11:00 PM,1,2222
1166,Anjappar Restaurant,Saibaba Colony,South Indian,$,552,Traditional,4.4,"Filter Coffee, Pongal, Vada",Yes,Yes,Yes,0422-275766,"777, Near Lakshmi Mills, Saibaba Colony, Coimbatore - 641097",8:00 AM to 10:00 PM,15,653
1167,Arya Bhavan,Gandhipuram,Fast Food,$$$$,5037,Quick Bite,4.8,"Fried Chicken, French Fries",No,Yes,Yes,0422-244295,"629, Near Brookefields Mall, Gandhipuram, Coimbatore - 641071",7:00 AM to 11:00 PM,21,1401
1168,Geetha Canteen,Saravanampatti,Chettinad,$,669,Modern,5.0,"Pepper Chicken, Prawn Masala",Yes,Yes,No,0422-212571,"403, Near Karunya University, Saravanampatti, Coimbatore - 641083",11:00 AM to 11:00 PM,5,496
1169,Sri Krishna Sweets,Saravanampatti,North Indian,$$,1011,Casual,4.1,"Biryani, Butter Chicken, Rogan Josh",Yes,No,Yes,0422-240416,"483, Near KMCH Hospital, Saravanampatti, Coimbatore - 641072",9:00 AM to 10:00 PM,21,4507
1170,Copper Chimney Barbecue,Saravanampatti,Chinese,$,728,Casual,3.9,"American Chopsuey, Spring Rolls, Manchurian",No,Yes,Yes,0422-211233,"353, Near Kovai Medical Center, Saravanampatti, Coimbatore - 641079",10:00 AM to 12:00 AM,8,4585
1171,Taste of Kerala Darbar,Saravanampatti,South Indian,$$,880,Casual,3.8,"Kesari Bath, Uttapam",Yes,Yes,Yes,0422-267740,"694, Near Kovai Medical Center, Saravanampatti, Coimbatore - 641089",8:00 AM to 10:00 PM,25,3728
1172,Barbeque Nation Bhavan,Karumathampatti,South Indian,$,721,Family-style,3.9,"Filter Coffee, Vada",Yes,Yes,Yes,0422-208783,"90, Main Road, Karumathampatti, Coimbatore - 641059",11:00 AM to 11:00 PM,18,2721
1173,Annapoorna Grill,Ukkadam,Bakery & Cafe,$,773,Cafe-style,4.2,"Croissant, Cappuccino",Yes,Yes,Yes,0422-245071,"899, Main Road, Ukkadam, Coimbatore - 641062",9:00 AM to 11:00 PM,21,4027
1174,Anjappar,Singanallur,Chettinad,$,755,Traditional,4.3,"Kola Urundai, Pepper Chicken, Chettinad Chicken, Karaikudi Mutton",Yes,No,Yes,0422-235203,"919, Main Road, Singanallur, Coimbatore - 641057",7:00 AM to 11:00 PM,27,2532
1175,The Eatery Mess,Vadavalli,North Indian,$$$$,6546,Family-style,4.5,"Naan, Tandoori Chicken",Yes,Yes,Yes,0422-284614,"92, Main Road, Vadavalli, Coimbatore - 641034",10:00 AM to 10:00 PM,30,3385
1176,Haribhavanam Kitchen,Avinashi Road,Biryani,$,388,Casual,4.5,"Veg Biryani, Egg Biryani, Mutton Biryani, Chicken Biryani",Yes,Yes,No,0422-259827,"52, Main Road, Avinashi Road, Coimbatore - 641056",8:00 AM to 11:00 PM,12,3852
1177,Annapoorna,Saibaba Colony,Italian,$$,1400,Family-style,4.2,"Carbonara, Pasta Alfredo, Risotto",Yes,Yes,No,0422-290289,"292, Near PSG Tech, Saibaba Colony, Coimbatore - 641013",10:00 AM to 10:00 PM,6,4737
1178,Haribhavanam,RS Puram,Biryani,$$$,1841,Traditional,5.0,"Hyderabadi Biryani, Egg Biryani, Veg Biryani",Yes,Yes,Yes,0422-217342,"178, Near DB Road, RS Puram, Coimbatore - 641086",7:00 AM to 10:00 PM,9,2552
1179,Pizza Hut,Avinashi Road,Andhra,$,538,Casual,4.1,"Royyala Iguru, Pulihora, Gongura Mutton",Yes,Yes,Yes,0422-200963,"524, Main Road, Avinashi Road, Coimbatore - 641094",9:00 AM to 12:00 AM,21,4914
1180,Sree Annapoorna,Peelamedu,Chettinad,$,433,Family-style,5.0,"Kola Urundai, Fish Fry, Prawn Masala",Yes,Yes,No,0422-267802,"922, Near Airport, Peelamedu, Coimbatore - 641017",11:00 AM to 11:00 PM,22,2668
1181,Subway Fast Food,Avinashi Road,Kerala,$$$,2994,Traditional,4.7,"Puttu Kadala, Fish Curry, Appam Stew",Yes,Yes,Yes,0422-229145,"703, Main Road, Avinashi Road, Coimbatore - 641078",10:00 AM to 12:00 AM,12,4205
1182,Aasai Hotel Kitchen,RS Puram,North Indian,$$,1542,Traditional,4.0,"Naan, Dal Makhani, Tandoori Chicken",Yes,Yes,Yes,0422-243992,"92, Near DB Road, RS Puram, Coimbatore - 641038",9:00 AM to 10:00 PM,24,2565
1183,Coimbatore Palace Bakery,Kovaipudur,Chinese,$$,1687,Family-style,3.8,"American Chopsuey, Hakka Noodles",Yes,Yes,Yes,0422-225499,"513, Main Road, Kovaipudur, Coimbatore - 641025",10:00 AM to 12:00 AM,10,3434
1184,Haribhavanam,Vadavalli,South Indian,$,392,Traditional,4.4,"Kesari Bath, Pongal, Bisi Bele Bath, Rava Dosa",Yes,Yes,No,0422-283165,"60, Main Road, Vadavalli, Coimbatore - 641010",10:00 AM to 11:00 PM,7,1431
1185,Geetha Canteen Bhavan,RS Puram,Chettinad,$$$,2585,Casual,4.4,"Pepper Chicken, Kola Urundai, Prawn Masala, Karaikudi Mutton",Yes,Yes,Yes,0422-242233,"196, Near DB Road, RS Puram, Coimbatore - 641012",7:00 AM to 12:00 AM,24,2088
1186,Anjappar Juice Center,Kovaipudur,South Indian,$$,846,Casual,4.5,"Pongal, Idli Sambar, Filter Coffee",Yes,Yes,Yes,0422-244280,"445, Main Road, Kovaipudur, Coimbatore - 641097",8:00 AM to 11:00 PM,29,4065
1187,Black Pearl Restaurant,RS Puram,North Indian,$$,1403,Family-style,4.5,"Naan, Paneer Butter Masala, Dal Makhani, Butter Chicken",No,Yes,Yes,0422-249177,"262, Near DB Road, RS Puram, Coimbatore - 641078",11:00 AM to 10:00 PM,20,442
1188,Copper Chimney,Saibaba Colony,Kerala,$$,1058,Family-style,4.2,"Puttu Kadala, Appam Stew, Kerala Sadya",No,Yes,Yes,0422-239467,"678, Near Coimbatore Institute of Technology, Saibaba Colony, Coimbatore - 641022",11:00 AM to 11:00 PM,20,1173
1189,Mughal Darbar Mess,Kovaipudur,Chinese,$,611,Casual,3.9,"American Chopsuey, Manchurian",Yes,Yes,No,0422-292200,"420, Main Road, Kovaipudur, Coimbatore - 641047",8:00 AM to 10:00 PM,18,4116
1190,Domino's Restaurant,Saibaba Colony,Vegetarian,$,642,Family-style,3.6,"Veg Thali, Aloo Gobi",Yes,Yes,No,0422-294840,"927, Near PSG Tech, Saibaba Colony, Coimbatore - 641042",8:00 AM to 11:00 PM,10,2213
1191,Annapoorna,Gandhipuram,Chinese,$$$,2037,Casual,4.3,"Hot & Sour Soup, Schezwan Fried Rice, American Chopsuey",Yes,No,Yes,0422-286947,"175, Near Brookefields Mall, Gandhipuram, Coimbatore - 641052",9:00 AM to 11:00 PM,20,2247
1192,Copper Chimney Mess,Gandhipuram,Multi-Cuisine,$$,1619,Family-style,4.6,"Pasta, Biryani, Dessert Platter",Yes,Yes,No,0422-295212,"966, Near Lakshmi Mills, Gandhipuram, Coimbatore - 641030",7:00 AM to 11:00 PM,30,4889
1193,Mughal Darbar Juice Center,Ukkadam,Chinese,$$$,2789,Modern,4.5,"Hakka Noodles, Dumplings, Hot & Sour Soup, Manchurian",No,Yes,No,0422-234290,"671, Main Road, Ukkadam, Coimbatore - 641050",7:00 AM to 12:00 AM,28,4349
1194,Rasam Sweet Shop,Ukkadam,Biryani,$$,1477,Traditional,3.7,"Hyderabadi Biryani, Veg Biryani, Chicken Biryani, Egg Biryani",Yes,Yes,Yes,0422-219484,"860, Main Road, Ukkadam, Coimbatore - 641081",11:00 AM to 10:00 PM,1,1335
1195,Sri Krishna Sweets Cafe,Singanallur,Italian,$$$,1903,Family-style,4.5,"Risotto, Lasagna, Bruschetta",Yes,Yes,Yes,0422-210332,"471, Main Road, Singanallur, Coimbatore - 641066",11:00 AM to 11:00 PM,3,4133
1196,Namma Veedu Restaurant,Gandhipuram,Chinese,$$,800,Traditional,4.5,"Hakka Noodles, Chilli Chicken, Dumplings",Yes,Yes,Yes,0422-266628,"212, Near Brookefields Mall, Gandhipuram, Coimbatore - 641093",10:00 AM to 11:00 PM,12,494
1197,Mughal Darbar Darbar,Vadavalli,Fast Food,$$,1577,Casual,3.8,"Hot Dog, Chicken Burger, Nuggets",No,Yes,Yes,0422-238270,"561, Main Road, Vadavalli, Coimbatore - 641076",9:00 AM to 12:00 AM,4,425
1198,Dragon Gate Mess,Singanallur,Vegetarian,$,776,Traditional,4.3,"Paneer Tikka, Veg Thali",Yes,Yes,No,0422-244293,"111, Main Road, Singanallur, Coimbatore - 641063",7:00 AM to 12:00 AM,27,4873
1199,Coimbatore Palace Bhavan,Kovaipudur,South Indian,$$$$,5766,Modern,4.4,"Bisi Bele Bath, Masala Dosa",Yes,Yes,Yes,0422-223226,"709, Main Road, Kovaipudur, Coimbatore - 641084",8:00 AM to 12:00 AM,27,1101
1200,McDonald's Juice Center,Saibaba Colony,South Indian,$$,1793,Casual,3.7,"Vada, Uttapam, Bisi Bele Bath, Pongal",Yes,Yes,Yes,0422-298097,"307, Near Lakshmi Mills, Saibaba Colony, Coimbatore - 641099",11:00 AM to 11:00 PM,23,4584
1201,Subway Ice Cream Parlor,RS Puram,Kerala,$$$$,4228,Family-style,4.6,"Fish Curry, Kappa & Meen Curry",Yes,Yes,No,0422-246168,"492, Near DB Road, RS Puram, Coimbatore - 641084",11:00 AM to 12:00 AM,23,3469
1202,Noodle Bar Restaurant,Kovaipudur,Kerala,$$,854,Family-style,4.4,"Puttu Kadala, Malabar Parotta",No,Yes,No,0422-237567,"700, Main Road, Kovaipudur, Coimbatore - 641042",8:00 AM to 10:00 PM,23,2467
1203,Mohan's Biryani Mess,Ukkadam,South Indian,$$,1374,Casual,4.6,"Bisi Bele Bath, Vada, Rava Dosa, Filter Coffee",Yes,Yes,Yes,0422-290824,"681, Main Road, Ukkadam, Coimbatore - 641016",10:00 AM to 11:00 PM,14,2611
1204,Barbeque Nation Barbecue,Gandhipuram,Arabian,$$$,3389,Traditional,4.9,"Kunafa, Baklava, Hummus, Falafel",No,Yes,Yes,0422-209760,"986, Near Lakshmi Mills, Gandhipuram, Coimbatore - 641032",11:00 AM to 10:00 PM,13,382
1205,Dindigul Thalappakatti,Ukkadam,Chinese,$$$,3253,Modern,3.8,"Hot & Sour Soup, Schezwan Fried Rice",No,Yes,Yes,0422-281968,"631, Main Road, Ukkadam, Coimbatore - 641094",9:00 AM to 11:00 PM,26,4741
1206,Sri Sabareesh Family Restaurant,Gandhipuram,Chettinad,$$$$,5724,Family-style,4.1,"Chettinad Chicken, Prawn Masala, Karaikudi Mutton, Pepper Chicken",No,Yes,No,0422-243500,"370, Opposite Gandhipuram Bus Stand, Gandhipuram, Coimbatore - 641047",8:00 AM to 12:00 AM,17,3940
